,CaseNum,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal,Species,Source,href,Species2,Activity2
4182,1957.12.30,30-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Standing,F,"Left arm severed, torso bitten, thigh lacerated, many abrasions",N,1.8 m [6'] shark,"J. Painting, Dr. Feinberg, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.30-Painting.pdf,OTHER / NOT KNOWN,Standing
4183,1957.12.26,26-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Splash Rock, Port Edward",Skindiving,M,Lacerations on head & neck,N,Invalid,"Natal Mercury, 12/27/1957; M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.26-Webster.pdf,INVALID ENTRY,Diving
4184,1957.12.23,23-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,Floating,M,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Y,>3 m [10'] shark,"P. Lynch, N. Doveton, G. Wolfe, M.Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.23-Berry.pdf,OTHER / NOT KNOWN,Floating
4185,1957.12.20,20-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Uvongo,Standing,M,"FATAL, multiple, severe injuries  ",Y,Invalid,"P. Lynch, G. Wolfe, A. Cowan, M.Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.20-Green.pdf,INVALID ENTRY,Standing
4186,1957.12.18,18-Dec-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,Body surfing,M,"Left leg severed at knee, part of left thigh removed",N,Invalid," M. Levine, GSAF ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.12.18-Wherley.pdf,INVALID ENTRY,Surfing
4187,1957.11.08,08-Nov-1957,1957.0,Sea Disaster,PACIFIC OCEAN,"1,000 miles east of Hawaii",,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea,,Navy personnel recovered 19 shark-scavenged bodies,N,Invalid,"Guam Daily News, November 19, 1957; V.M. Coppleson (1962), p.259; SAF Case #1075",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.11.08-Stratocruiser.pdf,INVALID ENTRY,Sea Disaster
4188,1957.11.04.R,Reported 04-Nov-1957,1957.0,Boat,AUSTRALIA,New South Wales,Off Scotts,Fishing,,"No injury, shark's teeth embedded in boat",N,Invalid,"The Age, 11/04/1957",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.11.04.R-Fishing-launch.pdf,INVALID ENTRY,Fishing
4189,1957.10.24,24-Oct-1957,1957.0,Unprovoked,SOLOMON ISLANDS,Honiara,Honiara,NOT SPECIFIED,M,FATAL,Y,Invalid,"V.M. Coppleson (1962), p.248 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.10.24-Keia.pdf,INVALID ENTRY,INVALID
4190,1957.10.23,23-Oct-1957,1957.0,Unprovoked,SOLOMON ISLANDS,Honiara,Honiara,NOT SPECIFIED,F,FATAL,Y,Invalid,"V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.10.23-Melanesian-woman.pdf,INVALID ENTRY,INVALID
4191,1957.09.02,02-Sep-1957,1957.0,Unprovoked,MARSHALL ISLANDS,Eniwetok Atoll,Parry Island,NOT SPECIFIED,M,Survived,N,Identified as carcharinid shark (based on its behavior) by Dr. D.P. L. Schultz; mako shark according to Huges,"V.M. Coppleson (1962), p.248",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.09.02-Huges.pdf,Mako Shark,INVALID
4192,1957.08.00,Aug-1957,1957.0,Provoked,USA,Florida,"Miami Seaquarium, Virginia Key, Miami, Miami-Dade County",Attempting to net shark in shark channel,M,Legs bitten PROVOKED INCIDENT,N,"2.7 m [9'] bull shark, identified by Capt. W. Gray","St. Petersburg Times (Sunday Magazine), 3/1/1959; R. F. Hutton;  J. Randall, p.352 in Sharks & Survival; T. Helm, p.238",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.08.00-Case-Gray.pdf,Bull shark,Fishing
4193,1957.07.24,24-Jul-1957,1957.0,Provoked,USA,California,"La Jolla, San Diego County",Spearfishing on Scuba,M,Diver jabbed shark with spear and it make a threat display. No injury PROVOKED INCIDENT,N,"Said to involve a 1 m  white shark, but thought  that it was more likely a blue shark","SAF Case #1497; R. Collier, p. xxv; H.D. Baldridge, p.185",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.24-Murray.pdf,White shark,Fishing
4194,1957.07.15,15-Jul-1957,1957.0,Unprovoked,USA,North Carolina,"Salter Path, Atlantic Beach, Carteret County",Swimming,M,"FATAL, knee bitten  ",Y,White shark,"V.M. Coppleson, p.155; F. Walker; F. Schwartz, p.23",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.15-Rupert-Wade.pdf,White shark,Swimming
4195,1957.07.09,09-Jul-1957,1957.0,Unprovoked,AUSTRALIA,Torres Strait,Near Thursday Island,Diving for trochus,M,Right hand and arm bitten,N,9' shark,"The Age, 7/11/1957",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.07.09-Kris.pdf,OTHER / NOT KNOWN,Diving
4196,1957.06.21,21-Jun-1957,1957.0,Invalid,CUBA,Yucatan Channel,,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.,,"No injury, no attack, sharks in vicinity when the sea was calm",UNKNOWN,Invalid,"Daily Telegram, 7/1/1957, p.4; V.M. Coppleson (1962), p.259",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.06.21-Tropical.pdf,INVALID ENTRY,Shipwreck
4197,1957.05.11,11-May-1957,1957.0,Unprovoked,AUSTRALIA,New South Wales,"Tea Gardens, north of Newcastle",Competing in spearfishing championship & towing dead fish,M,Thigh bitten & few lacerations on abdomen & buttock,N,4.6 m [15'] shark,"V.M. Coppleson (1958), p.175",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.11-Higgins.pdf,OTHER / NOT KNOWN,Fishing
4198,1957.05.07,Reported 07-May-1957,1957.0,Unprovoked,SOLOMON ISLANDS,,,Fishing,M,Legs nipped & he bit shark's snout,N,Invalid,"Miami Daily News, 5/7/1957",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.07.R-Sevo.pdf,INVALID ENTRY,Fishing
4199,1957.05.00,May 1957,1957.0,Unprovoked,USA,Florida,"8 miles off St. Marks, Wakulla County",3 men & 2 boys picked up wearing life jackets and with inner tube,M,Leg lacerated,N,Invalid,"V.M. Coppleson (1962), p.259",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.05.00-St-Marks.pdf,INVALID ENTRY,3 men & 2 boys picked up wearing life jackets and with inner tube
4200,1957.04.28,28-Apr-1957,1957.0,Unprovoked,USA,California,"Atascadero Beach, Morro Bay, San Luis Obispo County",Swimming,M,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Y,White shark,"D. Miller & R. Collier, R. Collier, pp.16-17; V.M. Coppleson (1958), p.255",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.28-Savino_Collier.pdf,White shark,Swimming
4201,1957.04.23,23-Apr-1957,1957.0,Unprovoked,AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Surfing,M,Minor injuries,N,Wobbegong shark?,"V.M. Coppleson (1958), pp.79 & 236",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.23-Wilson.pdf,Wobbegong shark,Surfing
4202,1957.04.22,22-Apr-1957,1957.0,Provoked,USA,Florida,"Ormond Beach, Volusia County",Standing,M,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,N,4 m [13'] shark,"R. F. Hutton; V.M. Coppleson (1958), pp.155 & 255",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.22-Carpenter.pdf,OTHER / NOT KNOWN,Standing
4203,1957.04.13,13-Apr-1957,1957.0,Unprovoked,AUSTRALIA,Torres Strait,"Thursday Island Harbour, Queensland",Swimming between  anchored  pearling luggers,M,"Left arm bitten, surgically amputated",N,Shark seen feeding on turtle scraps thrown overboard prior to incident.,"J.W. Robinson; V.M. Coppleson (1958), p.245; J. Green, p.34",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.13-Nomoa.pdf,OTHER / NOT KNOWN,Swimming
4204,1957.04.07.b,07-Apr-1957,1957.0,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Kieta,Diving from canoe,M,Injured while Sonieva was transferred to another canoe,N,Invalid,"V.M. Coppleson (1958), pp.248 & 266",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.07.b-Omni.pdf,INVALID ENTRY,Diving
4205,1957.04.07.a,07-Apr-1957,1957.0,Unprovoked,SOLOMON ISLANDS,Bougainville (North Solomons),Kieta,Diving from canoe,M,Leg severed,N,Invalid,"V.M. Coppleson (1958), pp. 248 & 266; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.04.07.a-Sonieva.pdf,INVALID ENTRY,Diving
4206,1957.02.24,24-Feb-1957,1957.0,Unprovoked,FIJI,Viti Levu,Suva Harbor,Spearfishing,M,Right arm & forearm injured,N,Invalid,"NOTE: V.M. Coppleson (1962), p.253, records the date as 2/24/1957; L. Schultz & M. Malin, p.537, records the name as ""Bale, a Fijian"" and the date as 2/24/1956 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.02.24-Bale.pdf,INVALID ENTRY,Fishing
4207,1957.02.05,05-Feb-1957,1957.0,Unprovoked,USA,Florida,"South Beach, Fort Pierce, St Lucie County",Floating,M,Foot bitten,N,1.2 m  [4'] shark,"R.F. Hutton; V.M. Coppleson (1958), p.255",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.02.05-Carson.pdf,OTHER / NOT KNOWN,Floating
4208,1957.02.02,02-Feb-1957,1957.0,Unprovoked,AUSTRALIA,Western Australia,Cape Levêque,NOT SPECIFIED,M,Man landed at Cape Levêque lighthouse in critical condition after being bitten by a shark. Not known if he survived.,UNKNOWN,Invalid,"V.M. Coppleson (1958), p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.02.02-JapaneseDiver.pdf,INVALID ENTRY,INVALID
4209,1957.02.00,Feb-1957,1957.0,Unprovoked,USA,Florida,Florida Keys,Skindiving for specimens,M,Minor injuries,N,Said to involve a large mako shark,"T. Helm, p.235",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.02.00-Straughan.pdf,Mako Shark,Diving
4210,1957.01.05,05-Jan-1957,1957.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umgeni River Mouth,Wading,M,FATAL,Y,Invalid,"Col. C. Maritz, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.01.05-Williams.pdf,INVALID ENTRY,Wading
4211,1957.00.00.k,1957,1957.0,Invalid,SRI LANKA,Western Province,Colombo Harbor,Fishing,M,"FATAL, but shark involvement not confirmed",UNKNOWN,Shark involvement prior to death was not confirmed,R. I. DeSilva,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.k-Fernando.pdf,OTHER / NOT KNOWN,Fishing
4212,1957.00.00.j,1957,1957.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Bathing,,Injured by shark,N,1.5 m [5'] shark,R.F. Hutton,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.j-NV-Nauth.pdf,OTHER / NOT KNOWN,Swimming
4213,1957.00.00.i,1957,1957.0,Invalid,CUBA,Havana Province,Cojimar,NOT SPECIFIED,,"FATAL, but was it an accident or infanticide?",UNKNOWN,3.7 m [12'] shark,"F. Poli, p.23-24",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.i-baby,OTHER / NOT KNOWN,INVALID
4214,1957.00.00.h,1957,1957.0,Boat,CUBA,Havana Province,Cojimar,Fishing,,"No injury to occupant, shark stuck boat",N,3.7 m [12'] shark ,"F. Poli, pp.21-24",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.h-boat-Portuondo.pdf,OTHER / NOT KNOWN,Fishing
4215,1957.00.00.g,1957,1957.0,Unprovoked,CUBA,Havana Province,Havana,Fishing for sharks,M,"FATAL, became entangled in fishing line and pulled below the surface ",Y,Invalid,"F. Poli, p.9",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.g-Bolster.pdf,INVALID ENTRY,Fishing
4216,1957.00.00.f,1957,1957.0,Unprovoked,USA,Florida,"Miami, Miami-Dade County",Helmet diving in Miami Seaquarium,M,"Shark struck helmet, no injury",N,Bull shark,"R. Carras, H.D. Baldridge, p.181",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.f-Kline.pdf,Bull shark,Diving
4217,1957.00.00.e,1957,1957.0,Unprovoked,FIJI,Kadavu,Great Astrolabe Reef,Fishing,M,Right foot lacerated,N,Invalid,S.B. Brown,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.e-Vasu.pdf,INVALID ENTRY,Fishing
4218,1957.00.00.d,1957,1957.0,Unprovoked,IRAN,Karun River,"near Band Misan in Shustar, 420 km from the sea",NOT SPECIFIED,M,Survived,N,Bull shark,B. Coad,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.d-Paniry.pdf,Bull shark,INVALID
4219,1957.00.00.b,1957,1957.0,Unprovoked,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",Mailu area  ,Fishing,M,"FATAL, multiple injuries ",Y,Invalid,"A. Bleakley; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.b-Mailu.pdf,INVALID ENTRY,Fishing
4220,1957.00.00.c,1957,1957.0,Unprovoked,IRAN,Karun River,Hesamabad,NOT SPECIFIED,M,Survived,N,Bull shark,B. Coad & F. Papahn,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.c-Falah.pdf,Bull shark,INVALID
4221,1957.00.00.a,1957,1957.0,Unprovoked,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Duke of York Island,Dynamiting fish,M,FATAL,Y,Invalid,"A. M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.a-Duke-of-York.pdf,INVALID ENTRY,Dynamiting fish
4222,1956.12.26,26-Dec-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island (south end),Spearfishing,M,"FATAL, left leg severed at hip, left torso removed ",Y,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,"Beavis, Kwato Mission; District Commissioner, Samarai; South Pacific Post, 10/29/1956; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.26-Nikuniko.pdf,Tiger shark,Fishing
4223,1956.12.24,24-Dec-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island,Spearfishing,M,"FATAL, left arm, shoulder & chest bitten ",Y,Invalid,"Beavis, Kwato Mission; A. M. Rapson, p. 149; V.M. Coppleson (1958), p.264",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.24-Tiso.pdf,INVALID ENTRY,Fishing
4224,1956.12.15.R,Reported 15-Dec-1956,1956.0,Unprovoked,GABON,Estuaire Province,Owendo,Swimming,M,FATAL,Y,Invalid,"Alton Evening Telegraph, 12/15/1956, p.4",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.15.R-Allen.pdf,INVALID ENTRY,Swimming
4225,1956.12.09,09-Dec-1956,1956.0,Provoked,NEW ZEALAND,North Island,North Auckland,Fishing,M,Bitten in cockpit of boat by shark caught 30 minutes earlier PROVOKED INCIDENT,N,"Mako shark, 125-lb "," The Argus, 12/10/1956; V.M. Coppleson (1958)",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.09-McKenzie.pdf,Mako Shark,Fishing
4226,1956.10.27,27-Oct-1956,1956.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Free diving for sinkers,M,Right heel lacerated & swim fin removed by shark,N,"White shark, according to witnesses","M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.27-Smith.pdf,White shark,Diving
4227,1956.10.20,20-Oct-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Kapakapa ,"Spearfishing, holding 5' speared fish",M,"Left forearm & hand bitten, surgically amputated ",N,3.7 m [12'] shark,"South Pacific Post, 1/024/1956; A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.20-Sabati.pdf,OTHER / NOT KNOWN,Fishing
4228,1956.10.07,07-Oct-1956,1956.0,Unprovoked,SENEGAL,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,"Skindiving, fish at belt",M,Right thigh bitten,N,Lemon shark,"M. Cadenet; Y. Gilbert-Desvallons; V.M. Coppleson (1962), p.538 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.07-Peron.pdf,Lemon shark,Diving
4229,1956.10.00,Oct-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,,Port Moresby,Fishing,M,FATAL,Y,Invalid,"The Age, 12/7/1956",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.00-PortMoresby.pdf,INVALID ENTRY,Fishing
4230,1956.09.23,23-Sep-1956,1956.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surf fishing,M,Posterior left ankle bitten,N,a sand shark,"Daytona Beach Morning Journal, 9/26/1956",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.23-Healy.pdf,OTHER / NOT KNOWN,Surfing
4231,1956.09.13,13-Sep-1956,1956.0,Unprovoked,,Near the Andaman & Nicobar Islands,,Climbing back on ship,M,FATAL,Y,Blue shark,M. Hosina,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.13-TunaBoat.pdf,Blue shark,Climbing back on ship
4232,1956.09.00.b,Sep-1956,1956.0,Unprovoked,MAYOTTE,Mozambique Channel,,Fishing,M,FATAL,Y,Tiger shark,P. Fourmanoir,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.00.b-Mayotte.pdf,Tiger shark,Fishing
4233,1956.09.00.a,Sep-1956,1956.0,Unprovoked,ITALY,Tyrrenian Sea,1.5 miles south of  San Felice Circeo ,Scuba diving,M,Survived,N,"White shark, 13'10"", 1320-lb female ","G. Bini, A. De Maddalena & C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.00.a-Lombardo.pdf,White shark,Diving
4234,1956.08.25,25-Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point or Fishermans Island, Port Moresby",Fishing ,M,"FATAL, tissue removed from abdomen & thigh  ",Y,4.3 m [14'] shark,"V.M. Coppleson (1958), pp.49-51 & 264; A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.25-Benagi.pdf,OTHER / NOT KNOWN,Fishing
4235,1956.08.20,20-Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point, Port Moresby ",Fishing,M,"Leg bitten, but survived",N,Invalid,"V.M. Coppleson (1958), pp.49 & 264; A.M. Rapson, p.149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.20-native.pdf,INVALID ENTRY,Fishing
4236,1956.08.15.R,Reported 15-Aug-1956,1956.0,Unprovoked,USA,Puerto Rico,North coast,Skin diving,M,FATAL,Y,Invalid,"Virgin Island Daily News, 8/15/1956, p.1",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.R-Lago.pdf,INVALID ENTRY,Diving
4237,1956.08.15.b,15-Aug-1956,1956.0,Provoked,AUSTRALIA,Queensland,Near Southport,Diving,M,Laceration to arm when his dive buddy grabbed the shark PROVOKED INCIDENT,N,"Wobbegong shark, 4' ","Central Queensland Herald, 8/16/1956",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.b-Davis.pdf,Wobbegong shark,Diving
4238,1956.08.15.a,15-Aug-1956,1956.0,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Swimming near pier,M,"Lacerated thigh, hand & shoulder",N,"White shark, 2.7 m [9'] ","D. Miller & R. Collier, V.M. Coppleson (1958), p.255; R. Collier, p. 15",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.a-DouglasClarke.pdf,White shark,Swimming
4239,1956.08.01,1-Aug-1956,1956.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",Free diving for crayfish,M,"No injury, right swim fin bitten",N,Invalid,"Umtali Post, 8/8/1956, M. Levine, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.01-VanDam.pdf,INVALID ENTRY,Diving
4240,1956.08.00.e,Aug-1956,1956.0,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting to kill a shark with explosives,M,"FATAL, PROVOKED INCIDENT",Y,Invalid,ThisisCornwall.co.uk ,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.e-Kirby.pdf,INVALID ENTRY,Attempting to kill a shark with explosives
4241,1956.08.00.d,Aug-1956,1956.0,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Attempting to kill a shark with explosives,M,"FATAL, PROVOKED INCIDENT",Y,Invalid,ThisisCornwall.co.uk ,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.d-Nye.pdf,INVALID ENTRY,Attempting to kill a shark with explosives
4242,1956.08.00.c,Aug-1956,1956.0,Boat,MALTA,Congreve Channel,between Filfla Island and Wied iz-Zurrieq,Fishing,,"No injury to occupants, but Emmanuel ""later died of shock in hospital""",N,Porbeagle or white shark,A. Buttigieg,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.c-Zammit.pdf,OTHER / NOT KNOWN,Fishing
4243,1956.08.00.b,Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,Yule Island,Fishing,M,"Leg severed, but survived",N,Invalid,"V.M. Coppleson (1958), pp.49-51 & 264; A.M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.b-TsiraNative.pdf,INVALID ENTRY,Fishing
4244,1956.08.00.a,Aug-1956,1956.0,Unprovoked,PAPUA NEW GUINEA,Central Province,"Fisherman's Island, near Port Moresby",Fishing,M,Leg & foot lacerated,N,2.3 m [7'] shark,"V.M. Coppleson (1958), pp.49-51; A. M. Rapson, p. 149",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.a-NativeBoy.pdf,OTHER / NOT KNOWN,Fishing
4245,1956.07.28,28-Jul-1956,1956.0,Provoked,USA,Puerto Rico,Aquadilla,Floating in inner tube,M,FATAL. His brother speared a shark which then attacked Jose & severed his leg at knee. PROVOKED INCIDENT  ,Y,Invalid,"V.M. Coppleson (1958), p.265",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.28-Alengo.pdf,INVALID ENTRY,Floating
4246,1956.07.26,26-Jul-1956,1956.0,Provoked,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,Finger bitten by hooked shark PROVOKED INCIDENT,N,8-lb shark,"San Mateo Times, 7/27/1956, p.18",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.26-BansieKoide.pdf,OTHER / NOT KNOWN,Fishing
4247,1956.07.20,20-Jul-1956,1956.0,Unprovoked,MALTA,St. Thomas Bay,Marsascala,Swimming,M,FATAL,Y,White shark,"V.M. Coppleson (1958), p.261; A. Xuereb; A. Buttigieg & C. Moore, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.20-Smedley.pdf,White shark,Swimming
